kegglevel3	SRR5930525.R1	SRR5930517.R1	SRR5930496.R1	SRR5930514.R1	SRR5930497.R1	SRR5930498.R1	SRR5930501.R1	SRR5930505.R1	SRR5930509.R1	SRR5930512.R1	SRR5930516.R1	SRR5930526.R1	SRR5930533.R1	SRR5930522.R1	SRR5930521.R1	SRR5930520.R1	SRR5930532.R1	SRR5930534.R1	SRR5930494.R1	SRR5930511.R1	SRR5930500.R1	SRR5930503.R1	SRR5930530.R1	SRR5930495.R1	SRR5930502.R1	SRR5930508.R1	SRR5930515.R1	SRR5930519.R1	SRR5930535.R1	SRR5930493.R1	SRR5930506.R1	SRR5930513.R1	SRR5930504.R1	SRR5930510.R1	SRR5930528.R1	SRR5930529.R1	SRR5930536.R1	SRR5930527.R1	SRR5930518.R1	SRR5930523.R1	SRR5930524.R1	SRR5930499.R1	SRR5930507.R1	SRR5930531.R1
Cellular_Processes;Cell_Motility;Bacterial_chemotaxis	0.00525208954395	0.00351518020981	0.00368409177003	0.00529073454402	0.00488401129487	0.00404016741254	0.00470548625644	0.00442911465791	0.00317514228322	0.00545815813723	0.00286943981502	0.00473566506912	0.00426723971873	0.00436307977858	0.00360779922107	0.00487142828011	0.00369786097809	0.00468822968891	0.00533960923631	0.00422334356014	0.00400476506357	0.00460122733723	0.00522107171278	0.00302756121585	0.00343864916102	0.00500766665336	0.00531819349504	0.00314883106383	0.00514039426123	0.00468811124071	0.00366625532961	0.00481396561167	0.00447541616198	0.00470829029242	0.00415734057628	0.00472980644496	0.00376647232594	0.0040283834231	0.00418322882741	0.0038877956028	0.00466404258913	0.00399220186014	0.00522782241285	0.00451564145912
Cellular_Processes;Cell_Motility;Bacterial_motility_proteins	0.0100838890197	0.00655013817463	0.00648252734108	0.011558442666	0.00779755920674	0.0066166001458	0.00854002737737	0.00731604531688	0.00627129001067	0.00979715511786	0.00528171464255	0.00742282544134	0.00902137823738	0.00787718590566	0.00588189610276	0.0087546184658	0.00533616606182	0.00791284387207	0.0103984316455	0.00649545904662	0.00765540666719	0.00860324849672	0.00977875837298	0.004974050119	0.00482560565934	0.00950450750676	0.00847664701184	0.00537313141703	0.0103394720123	0.0103198615568	0.00578144590828	0.0080913268687	0.00695461252899	0.0076900220654	0.00692494841486	0.00759766126701	0.00510039709476	0.00747895536647	0.00663476909547	0.00597511794531	0.00779601361713	0.00746745109367	0.00901791306707	0.00779866297435
Cellular_Processes;Cell_Motility;Cytoskeleton_proteins	0.0043976826325	0.00358266775346	0.00386183724906	0.00411790936487	0.00426836678361	0.00432094335023	0.00405871503465	0.0043503286576	0.00416181099789	0.003760056205	0.0038590411447	0.00423138786577	0.00369638449474	0.0036835554341	0.00388776491635	0.00432585216306	0.00401516221498	0.00426827120329	0.00436971967305	0.00418982747782	0.00382221448164	0.0044761921606	0.00424176793168	0.00414098639287	0.00417322069779	0.00439918855682	0.00424915272833	0.0036268512027	0.00428199852014	0.00371428774855	0.00414239823008	0.00404012735115	0.00426246699467	0.00412939965481	0.00433361231226	0.00437316657393	0.004074307761	0.00430762045898	0.00394757721459	0.00412253964834	0.0041577806949	0.00387804986964	0.00435094771779	0.00416122436373
Cellular_Processes;Cell_Motility;Flagellar_assembly	0.00416087167502	0.00203966239444	0.00220022413974	0.00463616986151	0.00312261311263	0.0025269834392	0.00330737745159	0.00281844162992	0.00205700678371	0.0040249066887	0.00200090116123	0.00290140915361	0.00350084961963	0.00286068043012	0.00219619648644	0.0034740379108	0.00201567193726	0.00309254204306	0.00432433998382	0.0024140037593	0.00290711801722	0.00346035131191	0.00393935378791	0.00160980282777	0.00180810465499	0.00397606020767	0.00350030572693	0.001913706049	0.00439048313478	0.00396659337168	0.00220362354648	0.00340325027237	0.00274574012341	0.00305201985704	0.00259770737016	0.0030294660709	0.00188284759089	0.00283736935848	0.00262600912851	0.00227959535554	0.00316004119222	0.00286536582344	0.00369473392461	0.00318718561872
Cellular_Processes;Cell_Motility;Regulation_of_actin_cytoskeleton	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellular_Processes;Transport_and_Catabolism;Endocytosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4229848217e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00560908693e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellular_Processes;Transport_and_Catabolism;Lysosome	0.000785711981252	0.00143623750067	0.00134038518367	0.000756907043287	0.000943943700937	0.000643730198604	0.0010872976298	0.000813271794602	0.00136265608699	0.000470090957117	0.000957427688994	0.000783669886296	0.000637245008106	0.000702744464688	0.00161271657945	0.0008429896331	0.000809522695569	0.000906836466973	0.000925117637728	0.000523992757143	0.00134211681214	0.000905357662171	0.00102679121436	0.0012375195897	0.00128136764405	0.000778468939032	0.000950295625228	0.00156622554523	0.000830950231411	0.000460086724543	0.00112093849656	0.00151218491913	0.000894225718971	0.000911115610447	0.000703936576155	0.000956300543777	0.00105553446233	0.00120439214561	0.00160045000791	0.00105824786773	0.000923218710832	0.00128503963236	0.000818082690064	0.0010370282059
Cellular_Processes;Transport_and_Catabolism;Peroxisome	0.00138838379704	0.00127666850713	0.00150901304903	0.00148244127955	0.00145524653894	0.00133557562758	0.00155995202221	0.00142750030064	0.00140406144593	0.00130224371631	0.00161287209003	0.00147202718822	0.00146844995119	0.00123392870233	0.00179206588637	0.00145117284555	0.00141580726518	0.00136102769794	0.00145468240396	0.00125616584899	0.00147335587915	0.0014466916946	0.00149900890738	0.00143668346192	0.00153609959416	0.0014432630202	0.00139550628245	0.00169138854785	0.00148844484161	0.00134456033188	0.00155466507532	0.00164975279493	0.00146366822806	0.00144803566549	0.00140583788628	0.00137389692472	0.00155022989219	0.00155696538908	0.00162366437433	0.00151213158584	0.00147992698561	0.00145621733091	0.00135823953831	0.00152256070271
Cellular_Processes;Transport_and_Catabolism;Phagosome	1.75578096369e-06	1.86494075724e-06	5.75849284119e-07	6.3963975489e-06	0.0	3.64644074921e-06	1.20329529637e-06	0.0	3.81616211438e-07	0.0	2.69360712752e-06	0.0	0.0	0.0	0.0	9.54012882274e-07	0.0	0.0	2.02587898331e-06	0.0	1.85017481685e-06	1.34326062637e-06	0.0	2.61346257657e-06	0.0	0.0	0.0	0.0	0.0	1.20336545216e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0809459033e-07	0.0	0.0	0.0	2.41378658345e-06	2.20576064935e-06	0.0
Environmental_Information_Processing;Membrane_Transport;ABC_transporters	0.0356841630971	0.0344332171126	0.0332218968994	0.0329714495272	0.0365517568589	0.0353091083376	0.0345924535095	0.036005013208	0.0316584992847	0.041827202741	0.0325568811262	0.037051233173	0.0376650567548	0.0383930295118	0.0329769618204	0.0359786878292	0.0383308336773	0.0367244474918	0.0350475038233	0.0384984541368	0.0351866246669	0.0344500455925	0.0346389278068	0.0346539730489	0.0359301133655	0.0346105337248	0.0386857454987	0.0332530964714	0.0337990952762	0.0384197485107	0.034021265316	0.0348174131506	0.0378294727364	0.0373067912043	0.0370529914252	0.0362873217707	0.0366895800425	0.0332884356827	0.034250476204	0.0354738959872	0.0376184153863	0.0359038685355	0.036539188689	0.0323768532385
Environmental_Information_Processing;Membrane_Transport;Bacterial_secretion_system	0.00535414431247	0.00644348687507	0.00589074622677	0.00579315634197	0.00506396010921	0.00523041903563	0.00575054822134	0.00514470692694	0.00673552613189	0.00579515240056	0.00545605088164	0.00502027335486	0.0065819171189	0.00561159301923	0.00524013956421	0.00539446584282	0.00508200847462	0.00522833406786	0.00535308133155	0.00491745422412	0.00591229529974	0.0056141577879	0.00563462194745	0.00606909093858	0.00505099189445	0.0055017114276	0.00488845315554	0.0058819108952	0.00560976237778	0.00657528911106	0.00544279039541	0.00488813395926	0.0049300769261	0.0051453911547	0.0053315120947	0.00509820278951	0.00487139861684	0.00582420836726	0.00497767603351	0.00515215688392	0.00535870423327	0.00578272863286	0.0050407569424	0.00530395591387
Environmental_Information_Processing;Membrane_Transport;Phosphotransferase_system_PTS	0.00569531450097	0.00637891330135	0.00521047627247	0.00455255980784	0.00467141394232	0.00637637974425	0.00464471984398	0.00522953885534	0.00316293056445	0.0071977408776	0.00661894093653	0.00579289843524	0.00630690834163	0.00884648199827	0.00437217454969	0.00474704885059	0.0052619414931	0.00489428873024	0.00535520850448	0.0079149761486	0.00496204551381	0.00392153746029	0.00417225252821	0.00380619282487	0.00529179391656	0.00557860076015	0.00449960462885	0.00429742980713	0.00555517076397	0.00694351893942	0.00450344326024	0.0040821409141	0.00550934510985	0.00532581409277	0.00533558262676	0.00481363171156	0.00555968929086	0.00327835955539	0.00533868522495	0.00578990082268	0.00457074175858	0.00510968447384	0.0050451684637	0.00478071084282
Environmental_Information_Processing;Membrane_Transport;Secretion_system	0.0114390227148	0.0117625310323	0.0107092610865	0.0126135436713	0.00994510749722	0.0101005519377	0.011031570618	0.0102373621918	0.011663050058	0.0129287323159	0.0103272897269	0.00990217983562	0.0137766070992	0.0117833474509	0.00959649617105	0.0107869044083	0.0101772964633	0.0105829980089	0.0114729578583	0.00987318233404	0.0112452391918	0.0109782452225	0.0112821950131	0.0104933226031	0.00933045150983	0.0114390658676	0.0102778101121	0.0103580199538	0.0119733281543	0.0145362535403	0.00995073406114	0.00984497601966	0.00982219101826	0.0103214258914	0.0103905640112	0.0100193337623	0.00912712636355	0.0106189125931	0.00961353341847	0.00976141727871	0.0107113149433	0.0110381454717	0.0105501531858	0.0101321116081
Environmental_Information_Processing;Membrane_Transport;Transporters	0.0748363228065	0.0698287436559	0.0686827917903	0.0671285170287	0.075838258378	0.0765620929716	0.0706976898656	0.0755676772215	0.0657031493355	0.0836261298951	0.0691173603129	0.0768989498435	0.0754410862144	0.0804354559338	0.068797585397	0.0739870380655	0.0798373180377	0.0761763613617	0.0736294574149	0.082186508857	0.0720597453518	0.0725937220924	0.0711236666852	0.0717082762953	0.0750946631474	0.0733908205135	0.0786987606352	0.0665700873428	0.0713148115731	0.0764022742404	0.0714397742237	0.0728613769316	0.0790274547215	0.0773586607764	0.0783315490834	0.0765181351656	0.0767553333461	0.0693688768675	0.0716006377863	0.0752646399888	0.0772311110521	0.073687272224	0.0763160946634	0.0676022899508
Environmental_Information_Processing;Signal_Transduction;Calcium_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;ErbB_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Hedgehog_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;MAPK_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;MAPK_signaling_pathway_-_yeast	0.000419302441391	0.000426721757017	0.000492255163041	0.000458103900645	0.000466339500311	0.000413203993191	0.000473015381002	0.000429638764299	0.000412240912406	0.000390188177388	0.00033670089094	0.000452018908708	0.000395794570624	0.000451736884182	0.000538642580261	0.000422866210068	0.000451063759432	0.000452093094957	0.000423510001461	0.000418475248743	0.00046044683942	0.000402082680826	0.00041100428837	0.000415630669073	0.000456994504736	0.00041478524032	0.000429322222802	0.000527410134902	0.000396313159852	0.000392798539676	0.000516309019443	0.000506134511048	0.000465469006249	0.000462687747563	0.000440059911153	0.000406725669133	0.000529148820774	0.000462516745405	0.000499263640297	0.000496761821228	0.000445826131405	0.000465357938401	0.000396103710454	0.000336574587159
Environmental_Information_Processing;Signal_Transduction;Notch_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4921154011e-07	0.0	0.0	2.4229848217e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00560908693e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Phosphatidylinositol_signaling_system	0.000791966950935	0.000988651718933	0.000872027765917	0.000863056783562	0.000757980682185	0.000736669968919	0.000828829800137	0.000762826082172	0.000974075379696	0.000710396142464	0.000866742915701	0.000713105848511	0.000785895126917	0.000845711320557	0.000935399402462	0.000793142460001	0.000840654801406	0.000771341052339	0.000810250299374	0.000742534530552	0.000876366138249	0.000781441869389	0.000807618445447	0.000882989873283	0.000808585887571	0.000813737535467	0.000800609848287	0.000937534658961	0.000822866281285	0.00076664407348	0.000833587606243	0.000818126926159	0.000745858031506	0.000741615137242	0.000793665261035	0.000807975720466	0.000784397501292	0.000842819102197	0.000876574475711	0.0007670566991	0.000753199424332	0.000860012044795	0.000781857313246	0.000724919482302
Environmental_Information_Processing;Signal_Transduction;TGF-beta_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Two-component_system	0.0143063227648	0.0146223011248	0.0142616753202	0.0140938528183	0.013870378239	0.0131321672016	0.0144778083468	0.0133824728734	0.0135390753535	0.0166846105978	0.011244313309	0.0132275868163	0.0160657220095	0.0147098502053	0.0130243514257	0.014088981497	0.0130979101211	0.0140137816616	0.0144838192033	0.0129003083691	0.0142823628262	0.0137760332305	0.0148170754183	0.013113183657	0.0127390120264	0.0143007521976	0.0145344053176	0.0137871861344	0.014757201053	0.0164311530056	0.0127740634431	0.0139991618522	0.0135357600963	0.0141670437277	0.0132634747442	0.0137011230653	0.0127310892116	0.0137491403063	0.0134631975943	0.0131968217556	0.0143550420258	0.0141879358142	0.0141306965784	0.0129912383823
Environmental_Information_Processing;Signal_Transduction;VEGF_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Wnt_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4921154011e-07	0.0	0.0	2.4229848217e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00560908693e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;mTOR_signaling_pathway	1.75578096369e-06	1.86494075724e-06	5.75849284119e-07	6.3963975489e-06	0.0	3.64644074921e-06	1.20329529637e-06	0.0	3.81616211438e-07	0.0	2.69360712752e-06	0.0	0.0	0.0	0.0	9.54012882274e-07	0.0	0.0	2.02587898331e-06	0.0	1.85017481685e-06	1.34326062637e-06	0.0	2.61346257657e-06	0.0	0.0	0.0	0.0	0.0	1.20336545216e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0809459033e-07	0.0	0.0	0.0	2.41378658345e-06	2.20576064935e-06	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Bacterial_toxins	0.00131793308587	0.00139637439199	0.00126427710328	0.00131887625651	0.00117133790559	0.00121408689433	0.00116671511936	0.0012090911487	0.00130608148365	0.00103276767487	0.00132809795871	0.00117453329559	0.00106041930722	0.00139646954384	0.00132228487687	0.00116198769061	0.00131528749972	0.00122155686771	0.00130142465888	0.00120383001066	0.0013021530361	0.00120983007081	0.00114501167759	0.00135584636084	0.0012607513506	0.0012383828135	0.00115366758585	0.00134778422098	0.00124532752673	0.00105595318427	0.00122073498822	0.00125752509173	0.0012263335227	0.00117527744578	0.00126221889658	0.00115293964178	0.00122711062207	0.00127930939914	0.00128432192487	0.00119054581247	0.00114228586435	0.00129580109755	0.0012018002061	0.00106690089014
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;CAM_ligands	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Cellular_antigens	0.000138926168752	0.000247920561916	0.000262683248439	0.000234534576793	0.000196559474133	9.83649626493e-05	0.000273629350394	0.000175993187751	0.000209030279815	0.000118772385928	0.000474972723487	0.00026303000751	0.000258895928198	0.000132796059411	0.000410671854635	0.000239695736671	0.000140534195276	0.000155041207943	0.000169768658801	5.63535390551e-05	0.000262108099054	0.000186713227065	0.000262896629377	0.000206733901746	0.000247674119921	0.000181841849356	0.00012635486534	0.000425879307605	0.000226051197952	0.000198655580061	0.000332017414769	0.000312447435648	0.000171413360774	0.000173748098429	0.000118399388925	0.000140514015568	0.000205252406492	0.000287871979062	0.000332945601827	0.000205163581999	0.000173715357946	0.000236349936296	0.000133787867078	0.000473367150293
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Cytokine_receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Cytokine-cytokine_receptor_interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;ECM-receptor_interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;G_protein-coupled_receptors	0.0	0.0	0.0	0.0	0.0	1.77875158498e-07	0.0	0.0	0.0	0.0	0.0	2.04533442854e-07	0.0	3.83803639917e-07	1.1893190114e-07	4.05455474967e-06	0.0	0.0	0.0	0.0	3.33031467033e-06	6.71630313183e-07	1.10693317633e-07	9.0119399192e-08	0.0	0.0	0.0	0.0	1.99603706801e-07	2.00560908693e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06349923661e-07	0.0	0.0	3.82182875713e-06	0.0	0.0
