kegglevel3	SRR6000915	SRR6000939	SRR6000948	SRR6000918	SRR6000925	SRR6000937	SRR6000938	SRR6000930	SRR6000927	SRR6000872	SRR6000881	SRR6000883	SRR6000885	SRR6000887	SRR6000904	SRR6000913	SRR6000917	SRR6000919	SRR6000922	SRR6000935	SRR6000936	SRR6000941	SRR6000875	SRR6000876	SRR6000897	SRR6000889	SRR6000914	SRR6000916	SRR6000933	SRR6000929	SRR6000879	SRR6000882	SRR6000880	SRR6000884	SRR6000886	SRR6000888	SRR6000898	SRR6000924	SRR6000923	SRR6000926	SRR6000928	SRR6000934
Human_Diseases;Infectious_Diseases;Chagas_disease_American_trypanosomiasis	1.48242882603e-05	1.94957478546e-05	2.43769668493e-05	7.50954901737e-07	8.79851747826e-05	1.91301368072e-05	3.84824141853e-05	5.15477790664e-06	2.79248304521e-06	3.95432951846e-05	2.95825208433e-05	1.27149799048e-06	2.14835808002e-05	2.56386480399e-07	4.72125444e-07	1.70326861065e-05	7.06305494142e-06	5.30832136233e-05	1.38856536261e-05	1.21861533117e-05	3.64026335121e-07	1.94259473103e-05	1.15918852215e-05	8.32225202359e-07	6.26743316379e-06	1.01489951871e-05	5.06310014715e-05	3.81575820354e-05	6.09423351405e-05	4.03910429977e-05	3.12829829089e-06	1.74037639711e-05	2.03965094179e-06	0.000118120668244	3.8635180194e-05	2.27038892678e-05	3.7811307323e-05	7.50345846429e-06	3.05428098713e-07	1.08694486361e-05	0.000224114846096	8.29866384633e-05
Human_Diseases;Infectious_Diseases;Epithelial_cell_signaling_in_Helicobacter_pylori_infection	0.000905837219066	0.000926969082047	0.000919513528948	0.000882705767275	0.000832501382096	0.000923676518242	0.000876571331787	0.000952940000318	0.000856082218892	0.000913342150723	0.000887166830719	0.000873684967024	0.00093002486189	0.000942818550587	0.000888472639116	0.000873708055483	0.000895161951837	0.00100623113002	0.000933526825666	0.000866991567655	0.000885918757573	0.000913671887487	0.000849830085301	0.000928902030033	0.000879529787319	0.000829042500703	0.000966951202522	0.00085263435628	0.000890488131441	0.000772478697331	0.00089614159744	0.000878597356682	0.000846200184474	0.00080797501497	0.000878963384225	0.000857251749819	0.000932315978207	0.00099286220626	0.000822059727686	0.000911809972669	0.000806251958281	0.00082098612641
Human_Diseases;Infectious_Diseases;Hepatitis_C	0.0	0.0	0.0	0.0	9.33348555262e-06	0.0	0.0	0.0	0.0	1.0796804146e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.60523975941e-07	4.1963014722e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11840634241e-06	2.01851168657e-06	0.0	0.0	0.0	5.79314498313e-08	6.38670237472e-07	0.0	0.0	0.0	0.0	9.89824799031e-07	0.0	0.0	0.0	0.0	0.0
Human_Diseases;Infectious_Diseases;Influenza_A	0.0	0.0	0.0	3.58789564163e-06	9.39039704989e-06	1.75429202162e-06	4.32386676239e-07	2.3791282646e-06	3.31374654698e-05	1.06618440941e-05	4.07608846693e-06	2.90233236957e-05	1.10987683288e-05	0.0	5.39571936e-07	1.10750649572e-05	1.60523975941e-07	4.1963014722e-08	0.0	0.0	0.0	1.97883717004e-05	0.0	0.0	0.0	3.11840634241e-06	2.354930301e-05	0.0	0.0	6.55698749963e-08	5.79314498313e-08	6.38670237472e-07	0.0	0.0	2.03343053653e-05	1.91052901043e-05	9.89824799031e-07	1.14556617775e-07	1.38969784914e-05	2.879324142e-07	3.32459801362e-07	3.68968475459e-06
Human_Diseases;Infectious_Diseases;Leishmaniasis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Human_Diseases;Infectious_Diseases;Measles	0.0	0.0	0.0	0.0	9.33348555262e-06	0.0	0.0	0.0	0.0	1.0796804146e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.60523975941e-07	4.1963014722e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11840634241e-06	2.01851168657e-06	0.0	0.0	0.0	5.79314498313e-08	6.38670237472e-07	0.0	0.0	0.0	0.0	9.89824799031e-07	0.0	0.0	0.0	0.0	0.0
Human_Diseases;Infectious_Diseases;Pathogenic_Escherichia_coli_infection	4.5753976112e-07	3.83774564067e-07	2.98737338839e-07	0.0	5.69114972721e-07	3.75919718919e-06	1.45158384166e-05	3.22173619165e-06	9.30827681735e-07	0.0	9.57263200567e-06	0.0	0.0	0.0	0.0	6.49227945765e-06	0.0	4.82574669303e-06	1.77112928904e-06	7.69029092489e-06	0.0	0.0	3.01872010977e-07	0.0	2.23836898707e-06	2.83491485673e-07	2.10261634018e-07	1.59284897179e-05	1.50768797874e-05	7.86838499955e-06	2.31725799325e-06	0.0	3.18695459654e-07	9.69136756826e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.84699889646e-07	0.0
Human_Diseases;Infectious_Diseases;Pertussis	0.000392203083232	0.00034102207763	0.000139271347367	0.000386908653262	0.000125831320469	0.000256711399164	0.00043251021529	0.000199301557333	0.000417476215258	0.000225585726625	0.000521739323767	0.000252696404978	0.000143829652729	0.000272367904344	0.000343774769724	0.000451480751461	0.000294400971876	0.000129497863432	0.000343599082073	0.000422492752197	0.000616781953807	0.000218179482851	0.00035614859855	0.000343431600173	0.00044148097655	0.000135112042072	0.00014444974257	0.00090353473009	0.00106196780102	0.00103285667094	0.000344054880548	0.00031837711338	0.000366945952246	0.000366903774525	0.00014525993525	0.00042633585726	0.000181830815582	0.000113124660053	0.000628112885004	0.000233369221709	0.00118211623371	0.000341327108314
Human_Diseases;Infectious_Diseases;Shigellosis	1.83015904448e-07	1.53509825627e-07	1.19494935536e-07	0.0	2.27645989088e-07	1.50367887568e-06	5.80633536664e-06	1.28869447666e-06	3.72331072694e-07	0.0	3.82905280227e-06	0.0	0.0	0.0	0.0	2.59691178306e-06	0.0	1.93029867721e-06	7.08451715615e-07	3.07611636996e-06	0.0	0.0	1.20748804391e-07	0.0	8.95347594828e-07	1.13396594269e-07	8.41046536072e-08	6.37139588718e-06	6.1894559127e-06	3.34406362481e-06	9.269031973e-07	0.0	1.27478183862e-07	3.8765470273e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.95519823433e-07	0.0
Human_Diseases;Infectious_Diseases;Staphylococcus_aureus_infection	5.39896918122e-06	5.3881948795e-05	5.21595393614e-05	2.26955259192e-05	0.000258605843604	5.02897046198e-05	7.80149102986e-05	0.000106416424669	1.6103318894e-05	1.12691643274e-05	1.84041570174e-05	1.45393031085e-05	1.59666491747e-05	2.83734371642e-05	1.1533350132e-05	1.64216480399e-05	3.13824372965e-05	4.23826448692e-05	1.21853695086e-05	1.13579681352e-05	2.30550012243e-06	7.88635472896e-05	9.65990435125e-06	2.8919825782e-05	1.81307887953e-05	0.000144240467911	2.1404634343e-05	2.10963997153e-05	2.90428315904e-05	1.02944703744e-05	1.82484066969e-05	4.7740600251e-05	1.58710338908e-05	1.31118502394e-05	1.47032669564e-05	9.74893227927e-06	3.84052022024e-05	1.12838268509e-05	2.29071074035e-06	1.41806713994e-05	9.53051430571e-06	3.17062740775e-05
Human_Diseases;Infectious_Diseases;Toxoplasmosis	0.0	0.0	0.0	3.58789564163e-06	5.69114972721e-08	1.75429202162e-06	4.32386676239e-07	2.3791282646e-06	3.31374654698e-05	9.58216367955e-06	4.07608846693e-06	2.90233236957e-05	1.10987683288e-05	0.0	5.39571936e-07	1.10750649572e-05	0.0	0.0	0.0	0.0	0.0	1.97883717004e-05	0.0	0.0	0.0	0.0	2.15307913234e-05	0.0	0.0	6.55698749963e-08	0.0	0.0	0.0	0.0	2.03343053653e-05	1.91052901043e-05	0.0	1.14556617775e-07	1.38969784914e-05	2.879324142e-07	3.32459801362e-07	3.68968475459e-06
Human_Diseases;Infectious_Diseases;Tuberculosis	0.00159260440051	0.00150170986919	0.00154477077914	0.00156373842372	0.00166187263184	0.00159565390024	0.00144818651778	0.00150678123425	0.00158640961798	0.00157457892464	0.00153143584416	0.00155084057074	0.00157576548238	0.00148687066199	0.0015437153089	0.00153408744596	0.00155932990229	0.00142065786341	0.00155568912232	0.00152149448145	0.00151689773845	0.00147513975266	0.00155041464838	0.00142990160185	0.0015408932107	0.00151599906879	0.00161901458194	0.00144786431872	0.00129327887776	0.0013736233113	0.0015793271853	0.00157783482167	0.00147250050179	0.0016678843585	0.00161621230183	0.00148844604309	0.00158381866093	0.00161060876761	0.00155203288361	0.00162069957643	0.00154246571841	0.00159238038824
Human_Diseases;Infectious_Diseases;Vibrio_cholerae_infection	0.0	0.0	0.0	0.0	9.33348555262e-06	0.0	0.0	0.0	0.0	1.0796804146e-06	4.94071329325e-07	0.0	0.0	0.0	0.0	0.0	1.60523975941e-07	0.0	0.0	0.0	0.0	7.24848780235e-08	0.0	0.0	0.0	3.11840634241e-06	2.01851168657e-06	4.24759725812e-07	0.0	6.55698749963e-08	1.15862899663e-07	6.38670237472e-07	0.0	0.0	0.0	0.0	9.89824799031e-07	0.0	0.0	0.0	7.38799558582e-08	0.0
Human_Diseases;Infectious_Diseases;Vibrio_cholerae_pathogenic_cycle	0.000635339712292	0.00066815151604	0.000608587706684	0.000731513513725	0.000537130711254	0.000636223239842	0.000680638397926	0.000601919450945	0.000592844150497	0.000606038112719	0.000728940487503	0.00058693452891	0.000552926359023	0.000621480828487	0.000658007975952	0.000642277387757	0.000636076254667	0.000526132278585	0.000678059137015	0.000704075712216	0.000752321092584	0.000511308329578	0.00060144979467	0.000586302655062	0.000650320803043	0.000665921499847	0.000536461533034	0.000773062700978	0.000866365123781	0.000745922897958	0.000714989953818	0.000649953411667	0.000590223991279	0.00063375843092	0.000644180366123	0.00058153362482	0.000599239933333	0.000683903008119	0.000705844336126	0.000588893770143	0.000769829140042	0.000522621957527
Human_Diseases;Metabolic_Diseases;Type_I_diabetes_mellitus	0.000632045426012	0.000588633426365	0.000515321909498	0.000656584902419	0.000579814334208	0.00055886731546	0.000613247845958	0.00058020990553	0.000625236953822	0.000568181818182	0.000562870761933	0.00056940996965	0.000553705219958	0.000612250915193	0.000594608273472	0.000643804982924	0.000606780629058	0.000508256034313	0.000583480832981	0.000599014506965	0.000725140459561	0.000678530943178	0.000611592694238	0.000676737793718	0.000628235562371	0.000519469798348	0.000542769382054	0.000606556888459	0.000561336040083	0.000545934779219	0.000629425202417	0.000623555041852	0.000624515622738	0.000544483833203	0.000562895283906	0.000708008028148	0.000563507258088	0.000518082303889	0.0007357762898	0.000585510564276	0.00036762666035	0.000593789097369
Human_Diseases;Metabolic_Diseases;Type_II_diabetes_mellitus	0.000493593894297	0.000501132825758	0.000493036104021	0.000508062710742	0.000509642458071	0.000508243459978	0.000494897435718	0.000554237755308	0.000465227675331	0.000504548153746	0.000519948315198	0.000460724532724	0.000489124667402	0.000487647085719	0.00045222872886	0.000585221708288	0.000499390089153	0.000486141525554	0.000480613643873	0.000463073825846	0.000461828077157	0.000532111489571	0.000549225936771	0.000488654897985	0.000515048703925	0.00049310509018	0.000498908805198	0.000487199405506	0.000485316825155	0.00044803895585	0.000500643589442	0.00047234986313	0.000506152129023	0.000452757889571	0.00048541636654	0.000480641990091	0.000499069663671	0.000496660216365	0.000439663748098	0.000515974886247	0.000367552780395	0.000489790016914
Human_Diseases;Neurodegenerative_Diseases;Alzheimers_disease	0.000465592460916	0.000458687358972	0.000470152823865	0.000477857635805	0.00054680566579	0.000486774267142	0.000462591974051	0.000481228256688	0.000582418880462	0.00052330760095	0.000473073297829	0.000577978760455	0.000531312968067	0.000441241132767	0.000446293437564	0.000510751443921	0.000444571151369	0.000450808667159	0.000463469112355	0.000431366164802	0.000432827312459	0.000562845077853	0.000439404899177	0.000453909495787	0.000452448984586	0.000457555257877	0.000598110244128	0.000422140374169	0.000439451369802	0.000422335564851	0.000451981171584	0.000451965638051	0.000423291309513	0.000514326577652	0.000586149386965	0.000545155058731	0.000507978086863	0.000487209295399	0.000484561678608	0.000471417345149	0.000584833730574	0.000524060309211
Human_Diseases;Neurodegenerative_Diseases;Amyotrophic_lateral_sclerosis_ALS	0.000134791213626	0.000103849397036	8.27502428585e-05	0.000131667426105	9.93105627397e-05	8.70462993586e-05	0.000176475533431	0.000139625090029	0.000140741145478	0.000100140358454	0.000162920020845	0.000123280022555	7.84702392369e-05	0.000106485851526	7.992409302e-05	0.000107771838997	0.000132030970212	7.02880496594e-05	5.64636017345e-05	8.22269568123e-05	4.7202081454e-05	0.000225283000897	0.000133910424069	0.000132393159275	0.000139823449392	0.000163177699154	0.000115097218461	0.00014009991623	0.000168305589626	0.000209889169863	9.88310534122e-05	0.000106498262098	0.000111352193603	0.000102842512313	8.98880575634e-05	0.000162787540341	0.000118877958364	3.99802596036e-05	8.67415800345e-05	6.27692662957e-05	0.000159100484941	0.000131828058689
Human_Diseases;Neurodegenerative_Diseases;Huntingtons_disease	0.000299505527629	0.000246460025044	0.000194776744923	0.000347942437805	0.000402535020205	0.000223212775323	0.000343870946661	0.000202325032836	0.000393274695533	0.000302243036061	0.00028927876332	0.00033036834744	0.000241901225505	0.00023100421884	0.000245235444912	0.000320336706416	0.000257640981386	8.69893295187e-05	0.000253838249705	0.000231418600755	0.000353226887179	0.000472383950079	0.000276997757272	0.000324914589421	0.000291435642116	0.000245276833405	0.000361607958184	0.000334215110926	0.000355576306985	0.000363257107479	0.000256868048552	0.00029048851301	0.000248391241254	0.000406923421778	0.000331657734432	0.000513029382562	0.000276853996289	8.56310717871e-05	0.000437373037357	0.000206519524085	0.00061486593263	0.000462148649769
Human_Diseases;Neurodegenerative_Diseases;Parkinsons_disease	0.0	4.6052947688e-07	1.79242403304e-07	1.37675065318e-05	2.27645989088e-07	7.18424351712e-06	3.02670673368e-06	1.14991199456e-05	0.000132736027415	3.88010148996e-05	1.72307376102e-05	0.000116093294783	4.44599783931e-05	1.0255459216e-06	2.36062722e-06	4.4376639587e-05	0.0	4.1963014722e-08	2.12535514685e-07	0.0	0.0	7.91534868017e-05	2.41497608781e-07	2.0805630059e-07	6.71510696121e-07	0.0	8.76791013855e-05	6.37139588718e-07	1.26963198209e-06	6.55698749963e-08	1.15862899663e-06	2.66112598947e-07	3.05947641268e-06	1.65323329106e-06	8.13372214611e-05	7.66174476445e-05	1.97964959806e-06	4.58226471102e-07	5.54351999164e-05	2.5913917278e-06	1.62535902888e-06	1.49463501076e-05
Human_Diseases;Neurodegenerative_Diseases;Prion_diseases	2.39750834827e-05	3.06252102125e-05	4.59458027135e-05	7.98515378847e-05	2.66914922206e-05	3.03241906595e-05	6.31284547309e-05	5.60582097347e-05	1.9826629621e-05	3.17156121788e-05	6.55262100517e-05	2.47665695537e-05	1.2072344498e-05	3.77742747788e-05	2.9743902972e-05	3.02463842968e-05	6.20425167013e-05	3.58364145726e-05	2.69211651934e-05	3.22992218845e-05	1.44397112931e-05	5.82778419309e-05	5.33105971385e-05	2.52441644716e-05	3.32770856078e-05	6.54865331906e-05	3.26746579264e-05	5.55727307937e-05	7.67333829178e-05	8.740464337e-05	3.64388819439e-05	5.41805251455e-05	5.24572726591e-05	4.12168161874e-05	4.00950790407e-05	2.62370593556e-05	3.42479380465e-05	1.85008937707e-05	1.61876892318e-05	1.61242151952e-05	8.14895913116e-05	3.27068665534e-05
Metabolism;Amino_Acid_Metabolism;Alanine_aspartate_and_glutamate_metabolism	0.0122682881388	0.0115366471704	0.0112007382875	0.0125976856738	0.0104276659992	0.0113885296535	0.0114760983131	0.0112482706092	0.0123537588265	0.011554739797	0.011277795681	0.01208691518	0.0109274838281	0.0120671715486	0.0118269447117	0.0122353498659	0.0121157076081	0.0115414656061	0.012254514396	0.0124427724043	0.0142773555477	0.0116981894945	0.0119936164937	0.0128700853461	0.0123595274236	0.0107944486017	0.0110829748337	0.0121533668615	0.0111218174591	0.0116659298798	0.0121559299124	0.0119943335048	0.0128251339047	0.011426179371	0.0114819480119	0.0122724008709	0.0110727740968	0.0112185295787	0.013815276475	0.0117606714411	0.00818301779081	0.011938131366
Metabolism;Amino_Acid_Metabolism;Amino_acid_related_enzymes	0.0148812977145	0.0146291026077	0.01486636493	0.0147647746414	0.0146428729561	0.0149737177817	0.0146789099631	0.0148202343075	0.0148176597	0.0147387848197	0.0146245731069	0.0152412805643	0.0149577646432	0.0147827316868	0.0146998954849	0.0145928111066	0.0146934016138	0.0152261540028	0.0149843205466	0.0148349261306	0.0148616178155	0.0148457003529	0.0145126176765	0.0149627849695	0.0149570800208	0.0146028732202	0.0149648671733	0.0141634714706	0.0140503823298	0.0134352018169	0.0147253055754	0.0146555659393	0.0148635738037	0.0143827305759	0.015252866733	0.0146149580681	0.0148602397079	0.0152399823674	0.014743319753	0.0147987903095	0.0135292669165	0.0145344186927
Metabolism;Amino_Acid_Metabolism;Arginine_and_proline_metabolism	0.013194897663	0.0129520077627	0.0130606172117	0.0133516443952	0.0129531706021	0.0128454274086	0.0128389193471	0.0131612879946	0.0131943893058	0.0132394461239	0.0125450886407	0.0129554588726	0.0124356182192	0.0132917588412	0.0130620923197	0.0132782390861	0.0133823220403	0.0132784406745	0.0133813068497	0.013147912926	0.0139164841075	0.0130792438754	0.0130804161076	0.0136559833455	0.0132618885746	0.0127431123759	0.013341563254	0.0130579634909	0.0125653096708	0.012788879559	0.0130422231634	0.0132379841247	0.0134596565648	0.0132322512294	0.0124941793051	0.0135065240967	0.0131315106963	0.0122796675292	0.0137060859298	0.0130759467092	0.0121989844314	0.0137281913053
Metabolism;Amino_Acid_Metabolism;Cysteine_and_methionine_metabolism	0.00937865002344	0.00954316857482	0.00960303125193	0.00955656864007	0.0092086786391	0.00951319148239	0.00907554925616	0.0093029367315	0.00926452791631	0.00924071474843	0.00936203410154	0.00923649309798	0.00962860340823	0.00942715995995	0.00941458603232	0.00952096601452	0.00945558454083	0.00932569253976	0.00935701772433	0.00918540179286	0.00945546271266	0.00914875136462	0.00922285405376	0.00911023058602	0.00966251663108	0.00929375807313	0.00923342939627	0.00929105265583	0.00939876815544	0.00911545845211	0.00924377386088	0.00912351078733	0.00926511440307	0.00886526399513	0.00941311492829	0.00909130463941	0.00934889522685	0.00992701826995	0.00930410345705	0.00963551427501	0.0091795475754	0.00896806021265
Metabolism;Amino_Acid_Metabolism;Glycine_serine_and_threonine_metabolism	0.00848891820397	0.00841172440504	0.0084567760828	0.00859793298829	0.00845517041522	0.00818034723454	0.00869418420772	0.00846141923824	0.00831973781935	0.00850180846469	0.00819923722798	0.00841952799783	0.00772798801073	0.00857100003974	0.00823069775824	0.00849808829103	0.00855994101707	0.00830905458209	0.00868675155619	0.0085055800751	0.00926022325492	0.00852306189752	0.00833426360225	0.00882692725672	0.00877269034642	0.00853507815917	0.00847871628712	0.0084467719075	0.00857850654301	0.00821472507928	0.008325038998	0.00836551566049	0.00882703562422	0.00869264363633	0.00852674777135	0.00860497031974	0.00827077805574	0.00819326113823	0.00898264038315	0.0080780878466	0.00874457933529	0.00870346603983
Metabolism;Amino_Acid_Metabolism;Histidine_metabolism	0.00751042367084	0.00702437935594	0.00670569729746	0.00742852932742	0.00650817118204	0.00667123840737	0.00672163619072	0.00688306589536	0.00701508974063	0.00686690239689	0.00664180088011	0.00672556097939	0.00647213965755	0.00716036162458	0.00699298718355	0.00714899261973	0.00724524965411	0.00635911721399	0.00696323022244	0.00702052574142	0.00802932887377	0.00723558549407	0.00734400265744	0.00757255582047	0.00727619145397	0.00603984280057	0.00658602516235	0.00667340005223	0.00645338066098	0.00627280766139	0.0073470981934	0.00728786607979	0.00710002492836	0.00661139394702	0.00625962914085	0.00757047120385	0.00685206217129	0.00625759796767	0.00792921887069	0.00706910068413	0.00467999968379	0.00709576407931
Metabolism;Amino_Acid_Metabolism;Lysine_biosynthesis	0.00826838403911	0.00835423497534	0.00907378818244	0.00846568148615	0.00818256434329	0.00860212915917	0.00843950845541	0.00900272048361	0.00849296485092	0.00845011876485	0.00833103075508	0.00893614315962	0.00829155880254	0.00884849567369	0.00836633265365	0.00843614430703	0.00864967391962	0.00965774587526	0.00869553635746	0.00848842481072	0.00826509659681	0.0086309918809	0.00833317686301	0.00875341403051	0.00845140978448	0.00869887953959	0.00890029086333	0.0079268660031	0.00774197777081	0.00733038417521	0.00839733744739	0.0083827597569	0.00885763038835	0.00793785712689	0.00865600095853	0.00816312777153	0.00848260056274	0.0088446300669	0.0079864866392	0.00859384678353	0.00665551276346	0.00800223832537
Metabolism;Amino_Acid_Metabolism;Lysine_degradation	0.00111410931833	0.0011267621201	0.00114972052226	0.00106535468726	0.00144031617296	0.00108766105341	0.00128740044374	0.00106728685254	0.00120570109615	0.00130229702008	0.0013165148159	0.00106319345013	0.0011027372743	0.00107246464751	0.00115643755183	0.00114737672956	0.00106531736633	0.000906736822113	0.0011018549533	0.00100293224877	0.000926325680772	0.00127522645907	0.00114626840008	0.00105470673979	0.001090160309	0.00112166241222	0.00136728935369	0.00142768823174	0.00166988346445	0.00146797836142	0.00104548887511	0.00108701674418	0.00100210600334	0.00146772911419	0.00122490727166	0.00132847195301	0.00131448733311	0.00110065998359	0.00111954669583	0.00113812485023	0.00281150172018	0.00154428941237
Metabolism;Amino_Acid_Metabolism;Phenylalanine_metabolism	0.00202131915668	0.00199063866381	0.00180389554685	0.00215173611178	0.00206474912103	0.00181836544927	0.00196562983018	0.00194533387769	0.00187673477192	0.00209964100626	0.00192076405167	0.00194456268762	0.00186595608587	0.00195836539945	0.00184830366677	0.00216506062949	0.00204451361958	0.00151851561375	0.00210360567918	0.00209826630081	0.00238934752162	0.00189830647056	0.00217202949338	0.00217474315796	0.00208869671413	0.00191816009036	0.00191729173596	0.00199891926967	0.00201688975555	0.00238930067499	0.00213552703513	0.00215780061982	0.00226713576089	0.00240653759133	0.00200381544564	0.00209654387265	0.00197608622879	0.00165774881583	0.00250649569209	0.0020276920439	0.00253367614618	0.00222906988801
Metabolism;Amino_Acid_Metabolism;Phenylalanine_tyrosine_and_tryptophan_biosynthesis	0.00854821535701	0.00871436902626	0.0089650477911	0.00831957903805	0.00822069504646	0.00875801053594	0.00839694925257	0.00881992412861	0.00853736533134	0.00866011660548	0.00843040085119	0.00900640724422	0.00888472630989	0.00872030243349	0.00864758452529	0.00860799876326	0.00855753315743	0.00937546067522	0.00900597989924	0.00894061391711	0.00868214943475	0.00814200889375	0.00857793468951	0.00872706023244	0.00878410602826	0.00837331791744	0.00882409204716	0.00815439562956	0.00832426273859	0.00809269954192	0.00861608660196	0.0084933029305	0.00883156109975	0.008443803522	0.00878598409513	0.0077816762602	0.00882121962648	0.00926178799053	0.00817631020255	0.00887263734358	0.00713709925573	0.00838802926183
Metabolism;Amino_Acid_Metabolism;Tryptophan_metabolism	0.0011151159058	0.00115600574188	0.00115820466268	0.000944617826952	0.00168719824813	0.00111948892294	0.00136788613505	0.00115283633972	0.00109195395344	0.00128508961347	0.00131280928093	0.001062861755	0.00119113799047	0.00106152549101	0.00101378822125	0.00101470508935	0.0010381888144	0.00113157465499	0.00100415946171	0.000898462604363	0.000803648805836	0.00141186045414	0.00105286919988	0.00104388781216	0.00101718948002	0.00127321696046	0.00140908936654	0.00123031654581	0.00159061081757	0.00152935176441	0.000921979024065	0.00110181260468	0.000895661719812	0.00159445799716	0.00121307166315	0.00130262746811	0.00135457523747	0.000999220098546	0.000916895152337	0.00103691660664	0.00290126586655	0.00148237775293
Metabolism;Amino_Acid_Metabolism;Tyrosine_metabolism	0.0032894363586	0.00326753339338	0.0033024815334	0.00344721675671	0.00371654841785	0.00317167643738	0.00320460296618	0.00354281937703	0.00311212927111	0.003315091233	0.00319287420685	0.00307149688483	0.00297557329844	0.00325474090651	0.00316870364065	0.003646827941	0.00337774550176	0.00326820547559	0.00326121578249	0.00296088031825	0.00329480235918	0.00333299966128	0.00338597759832	0.00313173278858	0.00317743938944	0.00326395087115	0.00342739079147	0.00335177899638	0.00343792535151	0.0034870059523	0.00333470804664	0.00358890095443	0.00335503458196	0.00354213783815	0.0032214753623	0.00354762991352	0.00341895383833	0.00303878612142	0.00330335760163	0.00332849870816	0.00395904213455	0.00358693641472
Metabolism;Amino_Acid_Metabolism;Valine_leucine_and_isoleucine_biosynthesis	0.00737572396516	0.00743962343426	0.00806351824995	0.00722260080547	0.00820060528792	0.0078414347235	0.00742055836809	0.00804898744053	0.00730671805332	0.00780642679767	0.00736771518072	0.0076622127382	0.00783553572489	0.00755280386392	0.00740508524967	0.00743824276451	0.00732430771226	0.00824518687368	0.00769371478641	0.00736197465848	0.00696018352752	0.00740672229108	0.00720622827163	0.00732788161097	0.00732916618666	0.0077191329651	0.00828800898507	0.00690531886252	0.00704883806058	0.00645561647288	0.00750872693843	0.00733597923768	0.0071068450112	0.00775286602243	0.00766373899595	0.00710821478403	0.00786356413342	0.00750540592679	0.00680066204595	0.00753295980341	0.00711194313076	0.00758511633701
Metabolism;Amino_Acid_Metabolism;Valine_leucine_and_isoleucine_degradation	0.00202662661791	0.00183551698502	0.0018377126136	0.00192761779333	0.00237599809961	0.00179589380385	0.0020854009395	0.00173215407215	0.00211511974121	0.00214991362557	0.00203606794815	0.00189574822128	0.00171881627417	0.00181299426506	0.0020132777862	0.00195684940829	0.00178799630602	0.00139678090804	0.00188334804079	0.00180816486469	0.00205808355666	0.00207270508708	0.00204319051909	0.00197910088331	0.00214211912063	0.00207844617636	0.00199870504065	0.002237492649	0.0021621832655	0.00232864854062	0.00181644060946	0.0018554434849	0.00188725077298	0.00232695436118	0.00206951089374	0.00228825106445	0.00211921489473	0.00164566309265	0.00232873653864	0.00182829884707	0.00319722896972	0.00255232379473
Metabolism;Biosynthesis_of_Other_Secondary_Metabolites;Betalain_biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95651721792e-08	0.0	0.0	0.0	0.0	0.0	0.0	6.7446492e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21392445263e-08	0.0	7.91859839225e-07	0.0	0.0	0.0	1.10819933787e-07	0.0
Metabolism;Biosynthesis_of_Other_Secondary_Metabolites;Butirosin_and_neomycin_biosynthesis	0.000914164442718	0.000788349709506	0.000808024754093	0.000836230002801	0.000847753663365	0.000799205322422	0.000693424689637	0.000765682779825	0.000761510126428	0.000829127078385	0.000770813032663	0.00074294180409	0.000748680074109	0.000763348014308	0.000776713801872	0.000892344716514	0.000795316038801	0.000567339959042	0.000659285166551	0.000684435892315	0.000807410411299	0.000864744594821	0.000877662684713	0.000751707414031	0.000737617193539	0.000698579718996	0.000782509697161	0.000619795233247	0.000654495286769	0.000609930977215	0.000832011482477	0.00092223982291	0.00059487694499	0.000843890083017	0.000786833339147	0.00087321644429	0.000851150344687	0.000720561125807	0.000674996098156	0.000853359692586	0.000620000589562	0.000900220543089
